ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
9.445934742689132690e-02,4.193864762783050537e-01,7.177463769912719727e-01,7.445424795150756836e-01,6.241322755813598633e-01,2.208948284387588501e-01,-8.556219190359115601e-02,-1.466772556304931641e-01,2.086169719696044922e-01,-1.394181966781616211e+00,1.560044050216674805e+00,-4.561085700988769531e-01,-1.207216858863830566e+00,2.400462627410888672e-01
-4.033300876617431641e-01,-1.506890952587127686e-01,2.303293347358703613e-01,9.229509532451629639e-02,9.119604229927062988e-01,2.599285244941711426e-01,-3.037217855453491211e-01,1.364438533782958984e+00,-1.251815557479858398e+00,-1.117298007011413574e+00,2.074077129364013672e+00,8.893945217132568359e-01,-2.592858076095581055e-01,1.073648929595947266e-01
6.103737950325012207e-01,4.884550273418426514e-01,6.691734194755554199e-01,-1.086298227310180664e-01,3.122470974922180176e-01,-7.484123706817626953e-01,5.749610662460327148e-01,-2.249006271362304688e+00,-1.153185129165649414e+00,-9.608194828033447266e-01,3.699066638946533203e-01,-1.601531386375427246e+00,-1.171950697898864746e+00,-2.620654106140136719e+00
-1.518876757472753525e-02,-4.642242193222045898e-01,8.400195240974426270e-01,3.668029606342315674e-01,-4.679710268974304199e-01,6.047116518020629883e-01,5.298891663551330566e-01,7.779808044433593750e-01,-1.135406017303466797e+00,2.405810832977294922e+00,1.506437301635742188e+00,-2.546583652496337891e+00,-1.097443580627441406e+00,1.032226800918579102e+00
8.738490939140319824e-02,8.465016484260559082e-01,4.392411708831787109e-01,1.013256683945655823e-01,8.754736185073852539e-01,3.598362803459167480e-01,3.062628507614135742e-01,-1.695752859115600586e+00,-1.540168523788452148e+00,2.584393024444580078e+00,2.975845336914062500e-01,-1.621732711791992188e-01,1.192211151123046875e+00,1.878392457962036133e+00
1.317400336265563965e-01,8.335258364677429199e-01,4.426073431968688965e-01,-1.509969830513000488e-01,-3.100710511207580566e-01,-4.066634774208068848e-01,8.459791541099548340e-01,-1.837144494056701660e+00,-1.688372254371643066e+00,-4.091503620147705078e-01,-3.201131820678710938e-01,-1.956796646118164062e-01,9.595506191253662109e-01,1.059023618698120117e+00
7.903617620468139648e-01,6.237514317035675049e-03,4.990268945693969727e-01,3.676147460937500000e-01,5.343164205551147461e-01,7.425158023834228516e-01,-1.674386262893676758e-01,2.873094081878662109e+00,-1.682143330574035645e+00,-5.778570175170898438e-01,-6.731277704238891602e-01,2.146207809448242188e+00,-1.052825927734375000e+00,-1.892406105995178223e+00
-2.344536632299423218e-01,-3.576099574565887451e-01,1.002349853515625000e+00,-2.039908319711685181e-01,-5.387570261955261230e-01,8.162934780120849609e-01,-4.235098883509635925e-02,-3.049333095550537109e-01,-3.272213935852050781e-01,-1.314139485359191895e+00,-1.048008322715759277e+00,2.511708259582519531e+00,-2.382134199142456055e-01,2.207356214523315430e+00
-4.546507894992828369e-01,-2.410562038421630859e-01,5.948184728622436523e-01,6.106061935424804688e-01,2.036456763744354248e-01,7.160140275955200195e-01,2.702081501483917236e-01,2.986364364624023438e-01,-1.882491230964660645e+00,2.962801933288574219e+00,1.407548904418945312e+00,2.783080101013183594e+00,1.785961866378784180e+00,2.130061388015747070e+00
-1.797292828559875488e-01,1.422923207283020020e-01,1.195176601409912109e+00,-4.154165983200073242e-01,9.075047075748443604e-02,9.038063287734985352e-01,4.824431613087654114e-02,-1.980149626731872559e+00,-6.014633178710937500e-02,-1.698657751083374023e+00,-4.145214557647705078e-01,-2.619110107421875000e+00,-5.069562196731567383e-01,2.964583158493041992e+00
1.462836563587188721e-01,-7.342671155929565430e-01,5.961396098136901855e-01,9.142765402793884277e-02,4.093466103076934814e-01,8.012763857841491699e-01,4.266528189182281494e-01,-1.393313050270080566e+00,1.189912319183349609e+00,-2.669856548309326172e-01,-3.225054740905761719e-01,2.713777542114257812e+00,2.075221538543701172e+00,3.406691551208496094e-01
-4.771968424320220947e-01,-1.412604302167892456e-01,2.384048104286193848e-01,-3.612339794635772705e-01,-7.200469374656677246e-01,-9.896448813378810883e-03,5.924056768417358398e-01,1.296061038970947266e+00,-1.445983648300170898e+00,-1.206359863281250000e+00,1.963325023651123047e+00,4.698653221130371094e-01,1.767468452453613281e-01,1.514796495437622070e+00
1.408575177192687988e-01,1.646582037210464478e-01,8.834835290908813477e-01,8.554567694664001465e-01,1.863075345754623413e-01,-2.223478257656097412e-01,-4.290042519569396973e-01,-2.627834081649780273e+00,3.526024818420410156e-01,1.691436767578125000e-02,1.477469682693481445e+00,-2.032835006713867188e+00,1.930106163024902344e+00,-2.564953088760375977e+00
1.115707531571388245e-01,-5.068543553352355957e-01,8.656035661697387695e-01,5.506028607487678528e-02,-5.878495573997497559e-01,3.026875853538513184e-01,7.481854557991027832e-01,-1.864352107048034668e+00,3.980822563171386719e-01,1.039732456207275391e+00,-1.109175443649291992e+00,-2.255638122558593750e+00,1.634831905364990234e+00,-1.550282359123229980e+00
2.729411125183105469e-01,2.138158380985260010e-01,1.087251543998718262e+00,7.390971183776855469e-01,-3.679917454719543457e-01,4.490640163421630859e-01,-3.415538966655731201e-01,5.608878135681152344e-01,5.000641345977783203e-01,-4.793288707733154297e-01,3.504855632781982422e-01,1.351954936981201172e-01,1.820893526077270508e+00,-1.806577801704406738e+00
-4.366507530212402344e-01,-6.758531928062438965e-01,5.010384917259216309e-01,1.293126046657562256e-01,-6.890867352485656738e-01,-3.957433253526687622e-02,7.119491696357727051e-01,1.282907962799072266e+00,-1.094589710235595703e+00,-6.184191703796386719e-01,7.191743850708007812e-01,-1.186841130256652832e+00,-7.699952125549316406e-01,1.538552522659301758e+00
-3.446452915668487549e-01,-9.664371609687805176e-02,6.894897818565368652e-01,-4.485687613487243652e-01,-7.565234601497650146e-02,7.842563986778259277e-01,4.219061732292175293e-01,-2.536580085754394531e+00,-1.747332811355590820e-01,2.957888126373291016e+00,2.078043937683105469e+00,-2.532321691513061523e+00,-1.201536417007446289e+00,-1.434309124946594238e+00
-7.695529460906982422e-01,2.696699798107147217e-01,4.011399149894714355e-01,7.513319849967956543e-01,-6.103779077529907227e-01,-1.619413793087005615e-01,1.916090697050094604e-01,2.571012973785400391e+00,1.595360279083251953e+00,2.250635147094726562e+00,-5.465235710144042969e-01,-2.030971050262451172e+00,1.397987604141235352e+00,1.243354558944702148e+00
-1.376116871833801270e-01,2.415454685688018799e-01,2.019915729761123657e-02,6.590968370437622070e-01,5.745380520820617676e-01,-4.852673411369323730e-01,3.607721766456961632e-03,6.627092361450195312e-01,2.040916919708251953e+00,9.137139320373535156e-01,-2.061625719070434570e+00,1.881733894348144531e+00,-8.403602838516235352e-01,9.980847835540771484e-01
5.635280609130859375e-01,4.596587270498275757e-02,6.817653030157089233e-02,7.095503807067871094e-01,5.342817902565002441e-01,3.250609934329986572e-01,3.246794044971466064e-01,2.604662895202636719e+00,-1.531877875328063965e+00,-2.282092094421386719e+00,-1.646043896675109863e+00,3.158357143402099609e-01,-9.535855054855346680e-01,6.403691768646240234e-01
-3.750293850898742676e-01,-3.626785278320312500e-01,7.916579246520996094e-01,-6.213882192969322205e-02,6.879137754440307617e-01,7.195294499397277832e-01,7.204762846231460571e-02,1.291337013244628906e+00,-1.241568803787231445e+00,7.965838909149169922e-01,-9.886219501495361328e-01,-6.805324554443359375e-02,1.697869539260864258e+00,2.114227533340454102e+00
-3.111543357372283936e-01,2.410613894462585449e-01,5.884316563606262207e-01,7.281667590141296387e-01,-2.097442895174026489e-01,-6.096065640449523926e-01,2.327237427234649658e-01,-2.419349431991577148e+00,-3.201251029968261719e-01,-1.325206160545349121e+00,-2.079543113708496094e+00,1.608853816986083984e+00,5.743391513824462891e-01,-1.454132556915283203e+00
2.532270848751068115e-01,3.517936170101165771e-01,5.764406919479370117e-01,-5.854579061269760132e-02,3.812184035778045654e-01,3.489892929792404175e-02,9.219690561294555664e-01,1.431492805480957031e+00,2.164785861968994141e-01,-4.291143417358398438e-01,-2.053890705108642578e+00,-2.520553588867187500e+00,1.604752540588378906e+00,2.467459440231323242e+00
4.013289809226989746e-01,3.773872852325439453e-01,5.604396760463714600e-02,-1.234285235404968262e-01,8.366860151290893555e-01,4.795746505260467529e-01,-2.339445799589157104e-01,2.705380916595458984e-01,1.401548385620117188e+00,4.896216392517089844e-01,-1.474061250686645508e+00,-2.210782766342163086e+00,-8.031655550003051758e-01,2.437239408493041992e+00
-2.953473031520843506e-01,4.971633851528167725e-01,7.105908989906311035e-01,-3.647421002388000488e-01,2.466800510883331299e-01,-6.297982931137084961e-01,6.398954987525939941e-01,1.757225036621093750e+00,1.510907411575317383e+00,2.367266654968261719e+00,-1.214428663253784180e+00,-1.486320376396179199e+00,-1.663814306259155273e+00,1.711132764816284180e+00
-2.479052245616912842e-01,-1.585329174995422363e-01,9.575562477111816406e-01,1.985310763120651245e-01,-3.949195742607116699e-01,8.673093318939208984e-01,2.289071977138519287e-01,2.279500961303710938e+00,-3.921655416488647461e-01,7.160196304321289062e-01,-1.447003602981567383e+00,2.550965309143066406e+00,1.527256965637207031e+00,2.908977270126342773e+00
-3.278365731239318848e-01,5.909583568572998047e-01,8.284618705511093140e-02,-2.884689271450042725e-01,-2.503908276557922363e-01,5.484504699707031250e-01,7.438361644744873047e-01,1.844156265258789062e+00,1.597672462463378906e+00,-2.819974422454833984e+00,9.909188747406005859e-01,-9.958313703536987305e-01,1.804597377777099609e+00,1.846249341964721680e+00
-5.678747892379760742e-01,1.720522940158843994e-01,6.226841807365417480e-01,3.517086505889892578e-01,-3.046024143695831299e-01,8.117929100990295410e-01,3.528606891632080078e-01,2.160399436950683594e+00,1.301663637161254883e+00,-1.383802771568298340e+00,1.203751564025878906e+00,-2.325607299804687500e+00,1.558928728103637695e+00,2.190521478652954102e+00
-2.037226706743240356e-01,-7.455193400382995605e-01,2.411021739244461060e-01,4.063285589218139648e-01,6.402187943458557129e-01,-4.207003712654113770e-01,-4.980243444442749023e-01,-1.647111415863037109e+00,1.326114892959594727e+00,-2.355651855468750000e-01,-8.160146474838256836e-01,1.752615451812744141e+00,-1.141045331954956055e+00,-2.909768581390380859e+00
-3.386988043785095215e-01,4.275497794151306152e-02,7.366641759872436523e-01,4.768053293228149414e-01,-2.024504840373992920e-01,-2.482938766479492188e-01,8.185479044914245605e-01,-1.821004390716552734e+00,-7.193747758865356445e-01,2.162113666534423828e+00,1.955700397491455078e+00,-1.310698509216308594e+00,5.926373004913330078e-01,-6.128299236297607422e-01
2.111457884311676025e-01,-3.069126307964324951e-01,7.370170950889587402e-01,2.367074042558670044e-01,9.494813084602355957e-01,-1.978790462017059326e-01,5.743508040904998779e-02,2.855199337005615234e+00,1.517000198364257812e-01,2.606485366821289062e+00,-1.611252784729003906e+00,2.791413307189941406e+00,-1.346412062644958496e+00,2.825461626052856445e+00
-8.408837020397186279e-03,6.878422498703002930e-01,-4.962249472737312317e-02,3.401001542806625366e-02,9.404488801956176758e-01,3.111812770366668701e-01,-1.325346231460571289e-01,-1.391750574111938477e+00,-1.640319585800170898e+00,-3.883063793182373047e-01,9.573273658752441406e-01,-1.105661034584045410e+00,4.448866844177246094e-01,6.977939605712890625e-02
3.226190805435180664e-01,1.758922338485717773e-01,9.519946575164794922e-01,-3.550477921962738037e-01,8.668599724769592285e-01,3.417723476886749268e-01,7.540887594223022461e-02,-6.812639236450195312e-01,3.208112716674804688e-01,-1.455505847930908203e+00,8.745577335357666016e-01,-2.957023382186889648e+00,1.782644987106323242e+00,2.348897457122802734e-01
4.719896242022514343e-02,7.953034043312072754e-01,6.840658187866210938e-01,-5.892728567123413086e-01,-1.616770327091217041e-01,-5.434053540229797363e-01,5.756115317344665527e-01,1.302123546600341797e+00,1.013478279113769531e+00,1.012529850006103516e+00,-5.687477588653564453e-01,-2.551826715469360352e+00,6.879572868347167969e-01,-1.037248849868774414e+00
6.403831243515014648e-01,-5.177033543586730957e-01,3.805718421936035156e-01,-1.530236378312110901e-02,6.097776293754577637e-01,-3.022950291633605957e-01,7.324990034103393555e-01,-1.104246735572814941e+00,1.457763195037841797e+00,1.304048061370849609e+00,-8.364081382751464844e-01,-1.131727576255798340e+00,-3.837229013442993164e-01,-5.962021350860595703e-01
9.829825162887573242e-02,4.166667163372039795e-01,5.065844580531120300e-02,5.233755707740783691e-01,1.922961324453353882e-01,6.948515176773071289e-01,-4.541823267936706543e-01,-1.212606430053710938e+00,-1.561213254928588867e+00,-4.720809459686279297e-01,1.844590902328491211e+00,1.052225589752197266e+00,1.687268018722534180e+00,7.056405544281005859e-01
-1.423232555389404297e-01,1.954883337020874023e-01,1.122152686119079590e+00,-3.108082711696624756e-01,3.671294450759887695e-01,8.437318801879882812e-01,2.381821274757385254e-01,-1.181187152862548828e+00,2.007989883422851562e-01,-2.964650630950927734e+00,-8.925737142562866211e-01,-4.160521030426025391e-01,3.350393772125244141e-01,9.450430870056152344e-01
-1.487323641777038574e-01,3.190242499113082886e-02,1.197816491127014160e+00,-4.528868198394775391e-01,1.161512583494186401e-01,-6.281887292861938477e-01,6.219175457954406738e-01,-2.077641487121582031e-01,-2.422804832458496094e-01,-1.698930025100708008e+00,-1.123174428939819336e-01,2.380654811859130859e+00,1.239985466003417969e+00,-2.017740488052368164e+00
3.062281757593154907e-04,-3.000116944313049316e-01,1.122858047485351562e+00,4.048681855201721191e-01,2.057633101940155029e-01,6.589590907096862793e-01,5.995968580245971680e-01,-2.463872909545898438e+00,6.472539901733398438e-02,7.888867855072021484e-01,-6.903617382049560547e-01,1.889562606811523438e+00,1.051964998245239258e+00,1.055548429489135742e+00
-7.282801717519760132e-02,6.426341533660888672e-01,1.650945693254470825e-01,7.730650901794433594e-01,5.513337850570678711e-01,-2.133958488702774048e-01,2.299210578203201294e-01,-1.634015083312988281e+00,-1.260281562805175781e+00,-2.822116374969482422e+00,-1.068801045417785645e+00,-1.475439071655273438e-01,1.464977979660034180e+00,-2.609443902969360352e+00
5.436175465583801270e-01,1.078040152788162231e-01,8.832277059555053711e-01,-8.119884133338928223e-01,2.073265761137008667e-01,-1.702960133552551270e-01,5.183532834053039551e-01,-5.077171325683593750e-01,5.435600280761718750e-01,-1.813257694244384766e+00,8.224868774414062500e-01,-3.336668014526367188e-02,-1.072395443916320801e+00,9.533040523529052734e-01
-2.804687917232513428e-01,-4.883456826210021973e-01,6.290634274482727051e-01,-3.888000547885894775e-02,-3.131575286388397217e-01,6.741951704025268555e-01,6.677436232566833496e-01,-2.934155941009521484e+00,1.051237583160400391e+00,1.602486133575439453e+00,-1.647923350334167480e+00,-4.441914558410644531e-01,-1.357642769813537598e+00,2.797555208206176758e+00
-5.394101738929748535e-01,3.552205264568328857e-01,1.420198082923889160e-01,-2.189630270004272461e-01,8.494256734848022461e-01,1.685611605644226074e-01,-4.495757222175598145e-01,1.065633296966552734e-01,-1.884040832519531250e+00,-1.488287329673767090e+00,1.459107875823974609e+00,-2.583608627319335938e-01,1.262570858001708984e+00,1.023674249649047852e+00
-4.505723416805267334e-01,3.612724840641021729e-01,6.152544021606445312e-01,-4.073683917522430420e-01,-3.683640658855438232e-01,-2.754598855972290039e-01,7.889744639396667480e-01,2.895212173461914062e+00,3.998296260833740234e-01,2.670588970184326172e+00,1.639600992202758789e+00,6.684920787811279297e-01,9.184927940368652344e-01,2.918815612792968750e-02
1.250812411308288574e-01,4.817580282688140869e-01,8.852342963218688965e-01,1.404732614755630493e-01,8.643493056297302246e-01,4.314228296279907227e-01,2.168915122747421265e-01,1.961636543273925781e+00,2.005255222320556641e-01,2.357079982757568359e+00,1.020621538162231445e+00,-1.502850055694580078e-01,-1.008696079254150391e+00,-1.544024586677551270e+00
3.530540466308593750e-01,4.492679238319396973e-01,8.834496140480041504e-01,1.309334784746170044e-01,-6.704503297805786133e-01,-4.048478603363037109e-01,6.078248620033264160e-01,8.168995380401611328e-01,1.113437891006469727e+00,1.263957023620605469e-01,5.309226512908935547e-01,-1.337565660476684570e+00,-1.769833564758300781e+00,-1.308912277221679688e+00
5.457585677504539490e-02,-1.427731011062860489e-02,9.979326128959655762e-01,4.025158286094665527e-01,1.748805791139602661e-01,-7.328976392745971680e-01,5.198640823364257812e-01,-1.354669809341430664e+00,-7.551988363265991211e-01,2.382681369781494141e-01,-1.514775276184082031e+00,-1.594726443290710449e+00,8.124151229858398438e-01,1.260943174362182617e+00
1.897978186607360840e-01,3.825702145695686340e-02,1.220813870429992676e+00,1.046657748520374298e-02,2.109153419733047485e-01,-7.090288996696472168e-01,6.728173494338989258e-01,-2.585917949676513672e+00,-3.870469331741333008e-01,2.528595924377441406e-01,-3.528040647506713867e-01,-1.739679694175720215e+00,-3.345021009445190430e-01,2.473017930984497070e+00
5.792000293731689453e-01,-5.031175911426544189e-02,6.199189424514770508e-01,7.544697523117065430e-01,5.387756973505020142e-02,-5.350387096405029297e-01,3.763059973716735840e-01,4.989371299743652344e-01,8.190047740936279297e-01,2.116890430450439453e+00,1.112519979476928711e+00,-7.098333835601806641e-01,-2.069697618484497070e+00,-9.055540561676025391e-01
7.789038354530930519e-04,8.562681674957275391e-01,5.896519422531127930e-01,-5.095430612564086914e-01,5.353609845042228699e-02,1.156725361943244934e-02,8.587001562118530273e-01,1.504151821136474609e+00,1.480519533157348633e+00,2.690709590911865234e+00,-3.392028808593750000e-01,1.468787670135498047e+00,1.932387351989746094e-01,6.307342052459716797e-01
-1.893446892499923706e-01,7.188473641872406006e-02,7.775459885597229004e-01,-4.768090844154357910e-01,-5.182139873504638672e-01,7.026751041412353516e-01,1.017595529556274414e-01,-1.658356785774230957e+00,-1.175283908843994141e+00,-3.807568550109863281e-01,-1.972816228866577148e+00,-9.724267721176147461e-01,7.503876686096191406e-01,-5.844962596893310547e-01
1.374263763427734375e-01,-7.570972293615341187e-02,1.218397140502929688e+00,1.329869870096445084e-02,-9.735141880810260773e-03,-1.808454245328903198e-01,9.833734631538391113e-01,-1.987664461135864258e+00,-1.365958452224731445e-01,-2.209701061248779297e+00,5.121085643768310547e-01,-2.807037353515625000e+00,-4.439269304275512695e-01,3.933482170104980469e-01
-4.645186066627502441e-01,-5.483257398009300232e-02,1.112709522247314453e+00,-2.941042780876159668e-01,2.194202840328216553e-01,9.275408387184143066e-01,7.089029252529144287e-02,-2.806232929229736328e+00,5.979483127593994141e-01,-2.161802768707275391e+00,-1.604372262954711914e-01,-2.668664693832397461e+00,-5.064085721969604492e-01,-1.761367201805114746e+00
3.943981230258941650e-01,-2.756113708019256592e-01,9.488701224327087402e-01,2.134783416986465454e-01,7.459583133459091187e-02,-8.331253528594970703e-01,5.047419071197509766e-01,-1.027517676353454590e+00,1.094236373901367188e+00,-7.172794342041015625e-01,1.055616140365600586e+00,1.969677925109863281e+00,-1.037682652473449707e+00,-2.553989648818969727e+00
1.622960120439529419e-01,5.517609417438507080e-02,1.139749407768249512e+00,1.282350867986679077e-01,6.578323841094970703e-01,6.655878424644470215e-01,3.283368945121765137e-01,-2.852036952972412109e+00,1.651182174682617188e-01,2.966512680053710938e+00,-6.284846067428588867e-01,8.909730911254882812e-01,1.178026437759399414e+00,9.270164966583251953e-01
3.657204508781433105e-01,1.837273836135864258e-01,2.971063554286956787e-01,-6.528899669647216797e-01,6.612103581428527832e-01,-2.443386763334274292e-01,-2.771897614002227783e-01,1.508649826049804688e+00,1.883329153060913086e+00,-1.784029603004455566e+00,-2.009027481079101562e+00,-2.062804698944091797e+00,-1.565681934356689453e+00,1.035165548324584961e+00
-4.224188625812530518e-01,-6.116798520088195801e-01,4.704263508319854736e-01,3.575073778629302979e-01,-5.562346577644348145e-01,6.895735263824462891e-01,2.954316139221191406e-01,3.796029090881347656e-01,-1.181387424468994141e+00,1.183649063110351562e+00,1.117980241775512695e+00,-1.971378803253173828e+00,4.492371082305908203e-01,1.514491796493530273e+00
-3.355940058827400208e-02,-2.703205645084381104e-01,8.516931533813476562e-01,-4.560246467590332031e-01,1.942679584026336670e-01,-3.012979924678802490e-01,8.145680427551269531e-01,-2.287407875061035156e+00,1.337485790252685547e+00,2.757708549499511719e+00,-1.641592144966125488e+00,-2.814680814743041992e+00,-7.876716852188110352e-01,1.083353281021118164e+00
-1.463757306337356567e-01,-4.248037636280059814e-01,6.794553399085998535e-01,1.479534506797790527e-01,8.351381421089172363e-01,-5.171860456466674805e-01,-1.147723793983459473e-01,2.718852519989013672e+00,-4.328929185867309570e-01,1.275922775268554688e+00,-1.776061773300170898e+00,1.131128787994384766e+00,5.329916477203369141e-01,-2.431846618652343750e+00
